timestamp,day,emptyspots,maxspots,lot,occupiedspots,time,date
2013-03-21 18:30:14,Thursday,10,40,C,30,18:30:14,2013-03-21
2013-03-03 14:20:09,Sunday,40,40,C,0,14:20:09,2013-03-03
2012-12-25 12:55:08,Tuesday,28,28,B,0,12:55:08,2012-12-25
2012-12-25 14:35:09,Tuesday,28,28,B,0,14:35:09,2012-12-25
2012-12-13 19:25:16,Thursday,0,28,B,28,19:25:16,2012-12-13
2013-03-15 18:10:14,Friday,13,40,C,27,18:10:14,2013-03-15
2012-12-19 18:05:14,Wednesday,2,28,B,26,18:05:14,2012-12-19
2012-12-20 15:20:10,Thursday,0,28,B,28,15:20:10,2012-12-20
2012-12-23 19:25:16,Sunday,28,28,B,0,19:25:16,2012-12-23
2013-03-22 06:40:00,Friday,40,40,C,0,06:40:00,2013-03-22
2012-12-17 13:35:10,Monday,1,28,B,27,13:35:10,2012-12-17
2013-03-11 14:20:09,Monday,0,40,C,40,14:20:09,2013-03-11
2012-11-07 12:34:35,Wednesday,59,100,A,41,12:34:35,2012-11-07
2012-11-09 18:12:05,Friday,50,100,A,50,18:12:05,2012-11-09
2013-03-14 18:21:06,Thursday,9,40,C,31,18:21:06,2013-03-14
2013-03-15 15:15:10,Friday,0,40,C,40,15:15:10,2013-03-15
2012-12-16 15:50:12,Sunday,1,28,B,27,15:50:12,2012-12-16
2013-03-02 17:55:14,Saturday,36,40,C,4,17:55:14,2013-03-02
2013-03-06 16:20:12,Wednesday,1,40,C,39,16:20:12,2013-03-06
2012-12-15 14:35:11,Saturday,26,28,B,2,14:35:11,2012-12-15
2012-12-18 18:20:14,Tuesday,0,28,B,28,18:20:14,2012-12-18
2012-12-19 12:40:08,Wednesday,7,28,B,21,12:40:08,2012-12-19
2012-12-19 12:45:08,Wednesday,6,28,B,22,12:45:08,2012-12-19
2013-03-14 18:16:06,Thursday,8,40,C,32,18:16:06,2013-03-14
2012-12-18 20:45:17,Tuesday,7,28,B,21,20:45:17,2012-12-18
2012-11-06 11:08:24,Tuesday,13,100,A,87,11:08:24,2012-11-06
2012-12-16 18:45:16,Sunday,7,28,B,21,18:45:16,2012-12-16
2013-03-13 11:55:06,Wednesday,2,40,C,38,11:55:06,2013-03-13
2013-03-21 15:30:11,Thursday,2,40,C,38,15:30:11,2013-03-21
2012-12-21 14:10:09,Friday,10,28,B,18,14:10:09,2012-12-21
2012-12-15 14:30:11,Saturday,26,28,B,2,14:30:11,2012-12-15
2012-12-27 14:45:10,Thursday,27,28,B,1,14:45:10,2012-12-27
2012-12-07 18:07:26,Friday,7,28,B,21,18:07:26,2012-12-07
2013-03-12 17:10:13,Tuesday,1,40,C,39,17:10:13,2013-03-12
2013-03-02 06:50:00,Saturday,40,40,C,0,06:50:00,2013-03-02
2012-11-10 14:53:02,Saturday,70,100,A,30,14:53:02,2012-11-10
2012-12-24 20:05:16,Monday,28,28,B,0,20:05:16,2012-12-24
2013-03-09 14:45:10,Saturday,36,40,C,4,14:45:10,2013-03-09
2012-12-19 17:40:13,Wednesday,3,28,B,25,17:40:13,2012-12-19
2012-12-24 16:10:11,Monday,28,28,B,0,16:10:11,2012-12-24
2012-11-10 08:37:44,Saturday,49,100,A,51,08:37:44,2012-11-10
2013-03-18 12:25:07,Monday,5,40,C,35,12:25:07,2013-03-18
2013-03-21 11:35:06,Thursday,2,40,C,38,11:35:06,2013-03-21
2013-03-03 15:45:11,Sunday,40,40,C,0,15:45:11,2013-03-03
2013-03-17 07:20:01,Sunday,40,40,C,0,07:20:01,2013-03-17
2012-12-14 20:15:17,Friday,7,28,B,21,20:15:17,2012-12-14
2012-12-29 17:45:41,Saturday,28,28,B,0,17:45:41,2012-12-29
2012-12-08 19:15:15,Saturday,28,28,B,0,19:15:15,2012-12-08
2012-12-14 19:25:16,Friday,4,28,B,24,19:25:16,2012-12-14
2012-12-17 16:15:13,Monday,5,28,B,23,16:15:13,2012-12-17
2012-12-11 14:56:07,Tuesday,0,28,B,28,14:56:07,2012-12-11
2012-12-08 15:35:11,Saturday,28,28,B,0,15:35:11,2012-12-08
2012-11-20 16:39:41,Tuesday,36,100,A,64,16:39:41,2012-11-20
2012-11-10 18:48:14,Saturday,100,100,A,0,18:48:14,2012-11-10
2013-03-18 07:05:01,Monday,33,40,C,7,07:05:01,2013-03-18
2012-12-16 19:20:16,Sunday,22,28,B,6,19:20:16,2012-12-16
2012-12-24 16:30:12,Monday,28,28,B,0,16:30:12,2012-12-24
2013-03-03 18:25:14,Sunday,40,40,C,0,18:25:14,2013-03-03
2012-11-08 17:15:55,Thursday,19,100,A,81,17:15:55,2012-11-08
2012-12-12 16:25:12,Wednesday,1,28,B,27,16:25:12,2012-12-12
2012-12-19 16:40:12,Wednesday,0,28,B,28,16:40:12,2012-12-19
2012-12-26 09:00:04,Wednesday,28,28,B,0,09:00:04,2012-12-26
2013-03-10 07:50:02,Sunday,40,40,C,0,07:50:02,2013-03-10
2013-03-06 16:50:12,Wednesday,4,40,C,36,16:50:12,2013-03-06
2013-03-03 11:35:06,Sunday,40,40,C,0,11:35:06,2013-03-03
2013-03-05 06:40:00,Tuesday,39,40,C,1,06:40:00,2013-03-05
2012-12-14 13:45:10,Friday,4,28,B,24,13:45:10,2012-12-14
2013-03-18 08:30:03,Monday,0,40,C,40,08:30:03,2013-03-18
2012-11-11 12:24:02,Sunday,99,100,A,1,12:24:02,2012-11-11
2012-11-11 13:59:06,Sunday,96,100,A,4,13:59:06,2012-11-11
2012-12-26 08:35:03,Wednesday,28,28,B,0,08:35:03,2012-12-26
2013-03-14 12:25:59,Thursday,1,40,C,39,12:25:59,2013-03-14
2013-03-10 17:55:13,Sunday,40,40,C,0,17:55:13,2013-03-10
2013-03-18 09:55:04,Monday,0,40,C,40,09:55:04,2013-03-18
2012-12-11 16:01:08,Tuesday,1,28,B,27,16:01:08,2012-12-11
2013-03-16 16:30:12,Saturday,36,40,C,4,16:30:12,2013-03-16
2012-12-24 16:05:11,Monday,28,28,B,0,16:05:11,2012-12-24
2013-03-16 11:00:05,Saturday,23,40,C,17,11:00:05,2013-03-16
2012-11-07 11:09:31,Wednesday,11,100,A,89,11:09:31,2012-11-07
2013-03-19 09:20:03,Tuesday,2,40,C,38,09:20:03,2013-03-19
2012-12-29 19:40:43,Saturday,28,28,B,0,19:40:43,2012-12-29
2013-03-16 13:20:08,Saturday,34,40,C,6,13:20:08,2013-03-16
2012-11-11 17:59:17,Sunday,93,100,A,7,17:59:17,2012-11-11
2013-03-09 07:55:02,Saturday,40,40,C,0,07:55:02,2013-03-09
2012-11-10 14:58:03,Saturday,71,100,A,29,14:58:03,2012-11-10
2012-12-28 18:00:14,Friday,27,28,B,1,18:00:14,2012-12-28
2013-03-11 06:20:00,Monday,40,40,C,0,06:20:00,2013-03-11
2012-11-10 09:17:46,Saturday,12,100,A,88,09:17:46,2012-11-10
2013-03-06 12:00:07,Wednesday,1,40,C,39,12:00:07,2013-03-06
2012-12-26 19:30:16,Wednesday,26,28,B,2,19:30:16,2012-12-26
2012-11-08 14:20:47,Thursday,30,100,A,70,14:20:47,2012-11-08
2012-11-06 10:38:22,Tuesday,7,100,A,93,10:38:22,2012-11-06
2012-12-13 17:10:13,Thursday,2,28,B,26,17:10:13,2012-12-13
2012-12-25 10:20:05,Tuesday,28,28,B,0,10:20:05,2012-12-25
2013-03-02 11:25:06,Saturday,25,40,C,15,11:25:06,2013-03-02
2012-12-24 15:10:10,Monday,27,28,B,1,15:10:10,2012-12-24
2012-11-09 16:06:59,Friday,20,100,A,80,16:06:59,2012-11-09
2012-12-14 20:00:17,Friday,5,28,B,23,20:00:17,2012-12-14
2012-12-15 17:00:14,Saturday,28,28,B,0,17:00:14,2012-12-15
2013-03-11 17:40:13,Monday,13,40,C,27,17:40:13,2013-03-11
2012-12-14 15:35:12,Friday,0,28,B,28,15:35:12,2012-12-14
2012-11-06 11:48:26,Tuesday,21,100,A,79,11:48:26,2012-11-06
2012-12-14 16:00:12,Friday,1,28,B,27,16:00:12,2012-12-14
2013-03-19 09:40:04,Tuesday,2,40,C,38,09:40:04,2013-03-19
2013-03-22 13:30:08,Friday,2,40,C,38,13:30:08,2013-03-22
2013-03-19 09:05:03,Tuesday,1,40,C,39,09:05:03,2013-03-19
2012-12-22 12:40:08,Saturday,27,28,B,1,12:40:08,2012-12-22
2012-12-24 19:40:15,Monday,28,28,B,0,19:40:15,2012-12-24
2012-12-23 09:50:05,Sunday,28,28,B,0,09:50:05,2012-12-23
2013-03-06 08:30:02,Wednesday,0,40,C,40,08:30:02,2013-03-06
2012-12-17 13:10:09,Monday,3,28,B,25,13:10:09,2012-12-17
2012-12-20 16:10:11,Thursday,1,28,B,27,16:10:11,2012-12-20
2012-12-22 20:25:17,Saturday,28,28,B,0,20:25:17,2012-12-22
2012-12-26 16:40:13,Wednesday,28,28,B,0,16:40:13,2012-12-26
2012-12-15 16:20:13,Saturday,28,28,B,0,16:20:13,2012-12-15
2012-11-10 15:58:05,Saturday,70,100,A,30,15:58:05,2012-11-10
2012-12-13 10:30:05,Thursday,1,28,B,27,10:30:05,2012-12-13
2012-12-19 13:05:08,Wednesday,8,28,B,20,13:05:08,2012-12-19
2012-12-15 09:10:04,Saturday,26,28,B,2,09:10:04,2012-12-15
2012-12-08 15:15:11,Saturday,28,28,B,0,15:15:11,2012-12-08
2012-12-16 12:15:08,Sunday,23,28,B,5,12:15:08,2012-12-16
2012-12-17 11:50:07,Monday,0,28,B,28,11:50:07,2012-12-17
2012-11-09 11:06:44,Friday,10,100,A,90,11:06:44,2012-11-09
2012-12-17 16:25:13,Monday,6,28,B,22,16:25:13,2012-12-17
2012-12-12 11:00:06,Wednesday,0,28,B,28,11:00:06,2012-12-12
2012-11-08 10:20:36,Thursday,7,100,A,93,10:20:36,2012-11-08
2013-03-02 14:20:09,Saturday,35,40,C,5,14:20:09,2013-03-02
2012-12-14 13:15:09,Friday,7,28,B,21,13:15:09,2012-12-14
2012-11-07 13:44:39,Wednesday,33,100,A,67,13:44:39,2012-11-07
2013-03-03 15:35:11,Sunday,40,40,C,0,15:35:11,2013-03-03
2012-12-23 15:30:11,Sunday,28,28,B,0,15:30:11,2012-12-23
2012-11-11 08:18:51,Sunday,100,100,A,0,08:18:51,2012-11-11
2013-03-03 16:00:11,Sunday,40,40,C,0,16:00:11,2013-03-03
2012-12-21 14:00:09,Friday,13,28,B,15,14:00:09,2012-12-21
2013-03-13 13:05:08,Wednesday,2,40,C,38,13:05:08,2013-03-13
2012-12-22 14:05:10,Saturday,27,28,B,1,14:05:10,2012-12-22
2012-11-09 17:17:02,Friday,28,100,A,72,17:17:02,2012-11-09
2012-12-25 20:25:16,Tuesday,28,28,B,0,20:25:16,2012-12-25
2013-03-03 12:20:07,Sunday,40,40,C,0,12:20:07,2013-03-03
2013-03-13 16:50:12,Wednesday,1,40,C,39,16:50:12,2013-03-13
2012-12-23 14:30:10,Sunday,28,28,B,0,14:30:10,2012-12-23
2012-12-08 10:40:06,Saturday,23,28,B,5,10:40:06,2012-12-08
2013-03-05 10:50:05,Tuesday,0,40,C,40,10:50:05,2013-03-05
2013-03-11 08:20:02,Monday,0,40,C,40,08:20:02,2013-03-11
2012-12-23 12:00:07,Sunday,28,28,B,0,12:00:07,2012-12-23
2013-03-05 18:45:14,Tuesday,2,40,C,38,18:45:14,2013-03-05
2012-12-25 20:05:15,Tuesday,28,28,B,0,20:05:15,2012-12-25
2012-11-09 07:11:33,Friday,92,100,A,8,07:11:33,2012-11-09
2013-03-19 17:10:12,Tuesday,2,40,C,38,17:10:12,2013-03-19
2012-12-13 11:10:06,Thursday,0,28,B,28,11:10:06,2012-12-13
2013-03-12 07:05:01,Tuesday,31,40,C,9,07:05:01,2013-03-12
2013-03-22 12:05:07,Friday,9,40,C,31,12:05:07,2013-03-22
2013-03-09 06:50:00,Saturday,40,40,C,0,06:50:00,2013-03-09
2012-12-27 12:25:08,Thursday,27,28,B,1,12:25:08,2012-12-27
2012-11-11 19:39:21,Sunday,100,100,A,0,19:39:21,2012-11-11
2013-03-16 08:30:02,Saturday,31,40,C,9,08:30:02,2013-03-16
2013-03-09 13:50:09,Saturday,36,40,C,4,13:50:09,2013-03-09
2013-03-11 07:40:02,Monday,0,40,C,40,07:40:02,2013-03-11
2012-12-13 14:45:10,Thursday,0,28,B,28,14:45:10,2012-12-13
2013-03-20 13:00:08,Wednesday,0,40,C,40,13:00:08,2013-03-20
2012-12-19 18:15:14,Wednesday,5,28,B,23,18:15:14,2012-12-19
2013-03-11 12:00:07,Monday,4,40,C,36,12:00:07,2013-03-11
2013-03-20 07:55:02,Wednesday,7,40,C,33,07:55:02,2013-03-20
2012-12-23 14:50:10,Sunday,28,28,B,0,14:50:10,2012-12-23
2013-03-11 12:05:07,Monday,4,40,C,36,12:05:07,2013-03-11
2013-03-16 15:40:11,Saturday,36,40,C,4,15:40:11,2013-03-16
2012-12-12 16:50:13,Wednesday,2,28,B,26,16:50:13,2012-12-12
2013-03-12 10:50:05,Tuesday,2,40,C,38,10:50:05,2013-03-12
2012-12-27 12:05:07,Thursday,27,28,B,1,12:05:07,2012-12-27
2012-12-14 14:35:11,Friday,0,28,B,28,14:35:11,2012-12-14
2013-03-19 07:30:01,Tuesday,13,40,C,27,07:30:01,2013-03-19
2013-03-02 12:05:07,Saturday,31,40,C,9,12:05:07,2013-03-02
2012-12-25 17:50:13,Tuesday,28,28,B,0,17:50:13,2012-12-25
2012-11-09 19:12:08,Friday,1,100,A,99,19:12:08,2012-11-09
2012-11-10 13:07:57,Saturday,70,100,A,30,13:07:57,2012-11-10
2012-12-13 19:35:16,Thursday,1,28,B,27,19:35:16,2012-12-13
2012-12-28 15:20:11,Friday,28,28,B,0,15:20:11,2012-12-28
2012-12-08 15:55:11,Saturday,28,28,B,0,15:55:11,2012-12-08
2013-03-19 16:50:12,Tuesday,6,40,C,34,16:50:12,2013-03-19
2013-03-20 17:25:13,Wednesday,12,40,C,28,17:25:13,2013-03-20
2012-12-15 15:55:13,Saturday,28,28,B,0,15:55:13,2012-12-15
2012-12-28 19:45:16,Friday,28,28,B,0,19:45:16,2012-12-28
2012-11-06 13:18:30,Tuesday,47,100,A,53,13:18:30,2012-11-06
2013-03-09 08:55:03,Saturday,35,40,C,5,08:55:03,2013-03-09
2013-03-10 17:00:12,Sunday,40,40,C,0,17:00:12,2013-03-10
2013-03-19 12:10:07,Tuesday,8,40,C,32,12:10:07,2013-03-19
2012-12-13 15:00:11,Thursday,0,28,B,28,15:00:11,2012-12-13
2013-03-20 14:00:09,Wednesday,0,40,C,40,14:00:09,2013-03-20
2012-12-11 15:41:08,Tuesday,0,28,B,28,15:41:08,2012-12-11
2013-03-11 15:55:11,Monday,0,40,C,40,15:55:11,2013-03-11
2013-03-06 11:20:06,Wednesday,2,40,C,38,11:20:06,2013-03-06
2012-11-09 16:01:59,Friday,20,100,A,80,16:01:59,2012-11-09
2012-12-14 18:00:15,Friday,5,28,B,23,18:00:15,2012-12-14
2012-12-13 14:05:10,Thursday,0,28,B,28,14:05:10,2012-12-13
2012-12-21 13:20:08,Friday,11,28,B,17,13:20:08,2012-12-21
2013-03-10 06:25:00,Sunday,40,40,C,0,06:25:00,2013-03-10
2012-12-19 14:00:09,Wednesday,0,28,B,28,14:00:09,2012-12-19
2013-03-13 16:05:11,Wednesday,1,40,C,39,16:05:11,2013-03-13
2012-12-17 15:00:11,Monday,0,28,B,28,15:00:11,2012-12-17
2013-03-06 14:25:10,Wednesday,0,40,C,40,14:25:10,2013-03-06
2012-12-12 12:20:08,Wednesday,4,28,B,24,12:20:08,2012-12-12
2013-03-18 14:30:10,Monday,3,40,C,37,14:30:10,2013-03-18
2013-03-11 14:40:10,Monday,0,40,C,40,14:40:10,2013-03-11
2013-03-05 11:45:06,Tuesday,11,40,C,29,11:45:06,2013-03-05
2012-12-18 13:40:09,Tuesday,2,28,B,26,13:40:09,2012-12-18
2012-12-22 13:55:10,Saturday,27,28,B,1,13:55:10,2012-12-22
2012-12-16 16:55:13,Sunday,0,28,B,28,16:55:13,2012-12-16
2013-03-05 11:15:06,Tuesday,4,40,C,36,11:15:06,2013-03-05
2012-12-24 15:00:10,Monday,28,28,B,0,15:00:10,2012-12-24
2013-03-19 10:10:04,Tuesday,1,40,C,39,10:10:04,2013-03-19
2013-03-21 07:15:01,Thursday,36,40,C,4,07:15:01,2013-03-21
2012-12-29 12:35:35,Saturday,28,28,B,0,12:35:35,2012-12-29
2012-12-26 11:30:07,Wednesday,27,28,B,1,11:30:07,2012-12-26
2013-03-16 17:15:13,Saturday,35,40,C,5,17:15:13,2013-03-16
2012-12-21 16:20:12,Friday,15,28,B,13,16:20:12,2012-12-21
2012-12-22 17:15:14,Saturday,27,28,B,1,17:15:14,2012-12-22
2013-03-03 14:25:09,Sunday,40,40,C,0,14:25:09,2013-03-03
2013-03-18 11:15:06,Monday,1,40,C,39,11:15:06,2013-03-18
2013-03-14 18:31:06,Thursday,9,40,C,31,18:31:06,2013-03-14
2012-12-18 11:45:07,Tuesday,1,28,B,27,11:45:07,2012-12-18
2012-12-17 18:55:16,Monday,1,28,B,27,18:55:16,2012-12-17
2012-12-26 11:35:07,Wednesday,27,28,B,1,11:35:07,2012-12-26
2012-11-11 16:59:15,Sunday,91,100,A,9,16:59:15,2012-11-11
2012-11-06 14:58:35,Tuesday,10,100,A,90,14:58:35,2012-11-06
2012-12-13 09:25:04,Thursday,0,28,B,28,09:25:04,2012-12-13
2012-12-16 16:05:12,Sunday,0,28,B,28,16:05:12,2012-12-16
2013-03-21 17:10:13,Thursday,10,40,C,30,17:10:13,2013-03-21
2012-12-13 17:00:13,Thursday,2,28,B,26,17:00:13,2012-12-13
2013-03-16 11:15:06,Saturday,23,40,C,17,11:15:06,2013-03-16
2012-12-28 17:35:13,Friday,27,28,B,1,17:35:13,2012-12-28
2013-03-14 16:26:04,Thursday,0,40,C,40,16:26:04,2013-03-14
2012-11-10 12:52:56,Saturday,66,100,A,34,12:52:56,2012-11-10
2012-12-12 19:40:16,Wednesday,2,28,B,26,19:40:16,2012-12-12
2013-03-18 17:35:13,Monday,12,40,C,28,17:35:13,2013-03-18
2013-03-06 14:50:10,Wednesday,0,40,C,40,14:50:10,2013-03-06
2012-12-20 14:55:09,Thursday,0,28,B,28,14:55:09,2012-12-20
2012-12-14 19:15:16,Friday,5,28,B,23,19:15:16,2012-12-14
2013-03-18 17:00:12,Monday,5,40,C,35,17:00:12,2013-03-18
2012-12-28 19:50:16,Friday,28,28,B,0,19:50:16,2012-12-28
2013-03-20 14:10:09,Wednesday,0,40,C,40,14:10:09,2013-03-20
2013-03-15 14:00:09,Friday,1,40,C,39,14:00:09,2013-03-15
2012-12-25 15:30:11,Tuesday,28,28,B,0,15:30:11,2012-12-25
2013-03-10 09:15:03,Sunday,40,40,C,0,09:15:03,2013-03-10
2013-03-17 15:00:10,Sunday,40,40,C,0,15:00:10,2013-03-17
2013-03-14 12:05:59,Thursday,2,40,C,38,12:05:59,2013-03-14
2012-12-24 10:50:05,Monday,28,28,B,0,10:50:05,2012-12-24
2013-03-11 10:35:05,Monday,0,40,C,40,10:35:05,2013-03-11
2013-03-20 11:30:06,Wednesday,4,40,C,36,11:30:06,2013-03-20
2013-03-03 10:20:04,Sunday,40,40,C,0,10:20:04,2013-03-03
2013-03-22 08:10:02,Friday,12,40,C,28,08:10:02,2013-03-22
2013-03-17 09:45:04,Sunday,40,40,C,0,09:45:04,2013-03-17
2012-12-08 17:00:13,Saturday,28,28,B,0,17:00:13,2012-12-08
2012-12-17 12:20:08,Monday,2,28,B,26,12:20:08,2012-12-17
2013-03-06 18:40:14,Wednesday,2,40,C,38,18:40:14,2013-03-06
2013-03-12 10:30:05,Tuesday,1,40,C,39,10:30:05,2013-03-12
2012-12-27 15:00:11,Thursday,25,28,B,3,15:00:11,2012-12-27
2013-03-22 07:30:01,Friday,23,40,C,17,07:30:01,2013-03-22
2013-03-03 14:30:09,Sunday,40,40,C,0,14:30:09,2013-03-03
2012-11-07 08:39:23,Wednesday,9,100,A,91,08:39:23,2012-11-07
2012-12-25 12:30:07,Tuesday,28,28,B,0,12:30:07,2012-12-25
2012-12-25 10:25:05,Tuesday,28,28,B,0,10:25:05,2012-12-25
2012-12-15 13:15:09,Saturday,27,28,B,1,13:15:09,2012-12-15
2012-12-14 15:00:11,Friday,0,28,B,28,15:00:11,2012-12-14
2013-03-19 08:25:02,Tuesday,0,40,C,40,08:25:02,2013-03-19
2012-12-13 16:35:13,Thursday,1,28,B,27,16:35:13,2012-12-13
2012-11-09 16:42:00,Friday,21,100,A,79,16:42:00,2012-11-09
2013-03-09 09:25:04,Saturday,32,40,C,8,09:25:04,2013-03-09
2013-03-20 16:35:12,Wednesday,1,40,C,39,16:35:12,2013-03-20
2013-03-19 08:30:02,Tuesday,0,40,C,40,08:30:02,2013-03-19
2013-03-09 10:30:05,Saturday,32,40,C,8,10:30:05,2013-03-09
2012-12-14 07:35:02,Friday,28,28,B,0,07:35:02,2012-12-14
2013-03-20 09:10:03,Wednesday,0,40,C,40,09:10:03,2013-03-20
2012-11-10 13:57:59,Saturday,70,100,A,30,13:57:59,2012-11-10
2013-03-14 17:16:05,Thursday,2,40,C,38,17:16:05,2013-03-14
2013-03-03 07:20:01,Sunday,40,40,C,0,07:20:01,2013-03-03
2013-03-11 11:55:06,Monday,3,40,C,37,11:55:06,2013-03-11
2012-11-08 18:56:00,Thursday,0,100,A,100,18:56:00,2012-11-08
2012-12-18 12:40:08,Tuesday,7,28,B,21,12:40:08,2012-12-18
2013-03-06 07:45:02,Wednesday,0,40,C,40,07:45:02,2013-03-06
2013-03-05 15:20:10,Tuesday,0,40,C,40,15:20:10,2013-03-05
2012-12-23 15:55:12,Sunday,28,28,B,0,15:55:12,2012-12-23
2013-03-16 17:45:13,Saturday,37,40,C,3,17:45:13,2013-03-16
2012-12-14 18:10:15,Friday,7,28,B,21,18:10:15,2012-12-14
2012-12-08 12:50:08,Saturday,28,28,B,0,12:50:08,2012-12-08
2013-03-14 13:11:00,Thursday,0,40,C,40,13:11:00,2013-03-14
2012-12-14 10:35:06,Friday,0,28,B,28,10:35:06,2012-12-14
2013-03-10 13:10:08,Sunday,40,40,C,0,13:10:08,2013-03-10
2013-03-16 10:10:04,Saturday,19,40,C,21,10:10:04,2013-03-16
2013-03-16 17:40:13,Saturday,37,40,C,3,17:40:13,2013-03-16
2013-03-18 09:00:03,Monday,0,40,C,40,09:00:03,2013-03-18
2013-03-11 15:30:11,Monday,1,40,C,39,15:30:11,2013-03-11
2012-12-16 13:20:09,Sunday,1,28,B,27,13:20:09,2012-12-16
2012-11-11 09:48:55,Sunday,100,100,A,0,09:48:55,2012-11-11
2013-03-16 08:40:03,Saturday,29,40,C,11,08:40:03,2013-03-16
2013-03-20 16:15:11,Wednesday,0,40,C,40,16:15:11,2013-03-20
2013-03-14 10:00:56,Thursday,2,40,C,38,10:00:56,2013-03-14
2012-12-14 11:10:07,Friday,0,28,B,28,11:10:07,2012-12-14
2013-03-16 07:40:01,Saturday,40,40,C,0,07:40:01,2013-03-16
2013-03-17 11:00:05,Sunday,40,40,C,0,11:00:05,2013-03-17
2013-03-09 11:35:06,Saturday,32,40,C,8,11:35:06,2013-03-09
2013-03-11 08:35:03,Monday,0,40,C,40,08:35:03,2013-03-11
2013-03-12 16:50:12,Tuesday,0,40,C,40,16:50:12,2013-03-12
2013-03-20 09:25:04,Wednesday,0,40,C,40,09:25:04,2013-03-20
2013-03-20 11:55:06,Wednesday,3,40,C,37,11:55:06,2013-03-20
2012-12-14 08:25:03,Friday,9,28,B,19,08:25:03,2012-12-14
2013-03-18 18:25:14,Monday,13,40,C,27,18:25:14,2013-03-18
2012-11-11 12:19:01,Sunday,99,100,A,1,12:19:01,2012-11-11
2013-03-02 11:40:06,Saturday,25,40,C,15,11:40:06,2013-03-02
2012-12-24 10:10:05,Monday,28,28,B,0,10:10:05,2012-12-24
2012-12-29 14:25:37,Saturday,28,28,B,0,14:25:37,2012-12-29
2013-03-11 13:00:08,Monday,3,40,C,37,13:00:08,2013-03-11
2012-12-19 15:55:11,Wednesday,0,28,B,28,15:55:11,2012-12-19
2012-12-19 12:35:08,Wednesday,6,28,B,22,12:35:08,2012-12-19
2012-11-08 08:30:30,Thursday,9,100,A,91,08:30:30,2012-11-08
2012-11-09 19:17:08,Friday,2,100,A,98,19:17:08,2012-11-09
2013-03-16 08:20:02,Saturday,35,40,C,5,08:20:02,2013-03-16
2013-03-10 07:20:01,Sunday,40,40,C,0,07:20:01,2013-03-10
2012-12-20 11:40:06,Thursday,0,28,B,28,11:40:06,2012-12-20
2013-03-01 17:53:00,Friday,16,40,C,24,17:53:00,2013-03-01
2013-03-09 09:30:04,Saturday,32,40,C,8,09:30:04,2013-03-09
2012-12-24 08:55:04,Monday,28,28,B,0,08:55:04,2012-12-24
2012-12-07 17:52:26,Friday,5,28,B,23,17:52:26,2012-12-07
2012-11-11 11:44:00,Sunday,100,100,A,0,11:44:00,2012-11-11
2012-12-23 18:55:15,Sunday,28,28,B,0,18:55:15,2012-12-23
2013-03-05 17:40:13,Tuesday,1,40,C,39,17:40:13,2013-03-05
2013-03-17 15:35:11,Sunday,40,40,C,0,15:35:11,2013-03-17
2012-11-20 10:54:40,Tuesday,8,100,A,92,10:54:40,2012-11-20
2012-12-13 20:30:17,Thursday,6,28,B,22,20:30:17,2012-12-13
2012-12-11 20:51:14,Tuesday,7,28,B,21,20:51:14,2012-12-11
2012-12-08 13:50:09,Saturday,28,28,B,0,13:50:09,2012-12-08
2012-12-25 13:00:08,Tuesday,28,28,B,0,13:00:08,2012-12-25
2013-03-09 15:20:10,Saturday,37,40,C,3,15:20:10,2013-03-09
2012-12-18 10:50:06,Tuesday,1,28,B,27,10:50:06,2012-12-18
2012-12-29 19:35:43,Saturday,28,28,B,0,19:35:43,2012-12-29
2012-11-10 19:08:15,Saturday,100,100,A,0,19:08:15,2012-11-10
2012-12-19 15:20:11,Wednesday,0,28,B,28,15:20:11,2012-12-19
2013-03-05 08:10:02,Tuesday,0,40,C,40,08:10:02,2013-03-05
2013-03-09 14:40:10,Saturday,36,40,C,4,14:40:10,2013-03-09
2013-03-06 17:15:13,Wednesday,2,40,C,38,17:15:13,2013-03-06
2013-03-22 11:40:06,Friday,5,40,C,35,11:40:06,2013-03-22
2013-03-20 17:15:13,Wednesday,11,40,C,29,17:15:13,2013-03-20
2013-03-16 14:35:10,Saturday,34,40,C,6,14:35:10,2013-03-16
2012-11-11 15:09:10,Sunday,93,100,A,7,15:09:10,2012-11-11
2013-03-13 07:45:02,Wednesday,0,40,C,40,07:45:02,2013-03-13
2012-12-22 09:40:05,Saturday,28,28,B,0,09:40:05,2012-12-22
2013-03-18 06:50:01,Monday,39,40,C,1,06:50:01,2013-03-18
2013-03-05 07:00:01,Tuesday,35,40,C,5,07:00:01,2013-03-05
2013-03-10 07:40:01,Sunday,40,40,C,0,07:40:01,2013-03-10
2013-03-14 07:05:01,Thursday,32,40,C,8,07:05:01,2013-03-14
2012-12-21 15:10:10,Friday,9,28,B,19,15:10:10,2012-12-21
2013-03-03 10:50:05,Sunday,40,40,C,0,10:50:05,2013-03-03
2013-03-20 10:25:05,Wednesday,3,40,C,37,10:25:05,2013-03-20
2012-11-11 16:34:13,Sunday,93,100,A,7,16:34:13,2012-11-11
2013-03-09 08:15:02,Saturday,39,40,C,1,08:15:02,2013-03-09
2012-12-26 17:30:14,Wednesday,28,28,B,0,17:30:14,2012-12-26
2012-12-22 10:50:06,Saturday,27,28,B,1,10:50:06,2012-12-22
2013-03-14 17:11:04,Thursday,1,40,C,39,17:11:04,2013-03-14
